N2 8
1  5.391  -2.378  2.4700
2  5.188  -2.430  2.1340
3  4.833  -2.375  1.6460
4  4.641  -2.434  1.8370
5  4.520  -2.529  1.2510
6  4.441  -2.604  1.1010
7  4.213  -2.662  0.8977
8  3.116  -2.866  0.2639
