C2	8.304570000E+05		6.000000000E+03		2.000000000E+04		6.316167420E+06		1.365344130E+04		-3.996723210E+00	1.937523030E-03		-1.584418230E-07	5.520765550E-12		-7.253609690E-17	0.000000000E+00		9.392905260E+03		6.614134260E+01
C2p	2.004775428E+06		2.000000000E+02		1.000000000E+03		-9.913336660E+04	1.347158070E+03		-3.476728100E+00	1.676413200E-02		-1.865890600E-05	1.091124810E-08		-2.434893250E-12	0.000000000E+00		2.335455400E+05		4.406601240E+01
C2p	2.004775428E+06		1.000000000E+03		6.000000000E+03		3.836171460E+06		-6.241787120E+03	2.779000370E+00		6.065908790E-03		-2.452804000E-06	3.882944100E-10		-2.190640360E-14	0.000000000E+00		2.857429110E+05		7.312549890E-01
C2p	2.004775428E+06		6.000000000E+03		2.000000000E+04		4.993341380E+07		-2.017683040E+04	6.343044090E+00		6.368816330E-04		-1.036683910E-07	4.943005480E-12		-7.988437020E-17	0.000000000E+00		4.121156150E+05		-2.113723280E+01
C2H	5.662054720E+05		2.000000000E+02		1.000000000E+03		7.653691050E+03		-4.187401320E+02	7.254271880E+00		-5.037019330E-03	8.235196230E-06		-4.616768240E-09	9.509263200E-13		0.000000000E+00		6.850689670E+04		-1.586028390E+01
C2H	5.662054720E+05		1.000000000E+03		6.000000000E+03		3.995864090E+06		-1.196909290E+04	1.713833040E+01		-3.336959570E-03	6.003281300E-07		-5.497240120E-11	2.022731880E-15		0.000000000E+00		1.431423170E+05		-9.285918700E+01
C2H2	2.282000000E+05		2.000000000E+02		1.000000000E+03		1.598133250E+05		-2.216675050E+03	1.265725610E+01		-7.980170140E-03	8.055801510E-06		-2.433944610E-09	-7.509454610E-14	0.000000000E+00		3.712633790E+04		-5.244433650E+01
C2H2	2.282000000E+05		1.000000000E+03		6.000000000E+03		1.713792120E+06		-5.928970950E+03	1.236115640E+01		1.314706250E-04		-1.362869040E-07	2.712746060E-11		-1.302086850E-15	0.000000000E+00		6.266489730E+04		-5.818866020E+01
C2H3	2.997401510E+05		2.000000000E+02		1.000000000E+03		-1.447959530E+04	8.143043440E+02		-5.313331680E+00	3.761243250E-02		-4.598225990E-05	3.104721220E-08		-8.579917290E-12	0.000000000E+00		3.162346700E+04		5.162595390E+01
C2H3	2.997401510E+05		1.000000000E+03		6.000000000E+03		2.561698630E+06		-1.005794660E+04	1.851874450E+01		-1.719194470E-03	3.093760600E-07		-2.991991430E-11	1.202326250E-15		0.000000000E+00		9.575874480E+04		-9.818478480E+01
C2H4	5.250000000E+04		2.000000000E+02		1.000000000E+03		-1.163613270E+05	2.554860520E+03		-1.609750300E+01	6.625786370E-02		-7.885086390E-05	5.125223790E-08		-1.370338460E-11	0.000000000E+00		-6.176236060E+03	1.093340940E+02
C2H4	5.250000000E+04		1.000000000E+03		6.000000000E+03		3.408725120E+06		-1.374836420E+04	2.365884830E+01		-2.423728560E-03	4.431169150E-07		-4.352348400E-11	1.775218290E-15		0.000000000E+00		8.820356340E+04		-1.371268340E+02
C2H5	1.186582400E+05		2.000000000E+02		1.000000000E+03		-1.411328380E+05	2.714311820E+03		-1.534990770E+01	6.451706200E-02		-7.259191320E-05	4.599150570E-08		-1.218377740E-11	0.000000000E+00		5.980117710E+02		1.090974210E+02
C2H5	1.186582400E+05		1.000000000E+03		6.000000000E+03		4.169208950E+06		-1.662979570E+04	2.795440300E+01		-3.051710670E-03	5.685158670E-07		-5.682879040E-11	2.355665840E-15		0.000000000E+00		1.137008370E+05		-1.639356270E+02
C2H6	-8.385154400E+04	2.000000000E+02		1.000000000E+03		-1.862050300E+05	3.406200690E+03		-1.951710090E+01	7.565850030E-02		-8.204196030E-05	5.061154460E-08		-1.319288080E-11	0.000000000E+00		-2.702937110E+04	1.298143560E+02
C2H6	-8.385154400E+04	1.000000000E+03		6.000000000E+03		5.025809410E+06		-2.033030460E+04	3.322562120E+01		-3.836754150E-03	7.238549960E-07		-7.319384490E-11	3.065579950E-15		0.000000000E+00		1.115969080E+05		-2.039416860E+02
C3	8.399485000E+05		2.000000000E+02		1.000000000E+03		-4.354562850E+04	6.660104140E+02		1.451015130E+00		7.434425310E-03		-3.810109540E-06	-2.336756050E-11	4.406996310E-13		0.000000000E+00		9.635174010E+04		2.025149280E+01
C3	8.399485000E+05		1.000000000E+03		6.000000000E+03		4.508043980E+06		-1.461016000E+04	2.281947010E+01		-8.544236920E-03	2.146043290E-06		-2.103842140E-10	6.351511060E-15		0.000000000E+00		1.911964920E+05		-1.271854290E+02
C3	8.399485000E+05		6.000000000E+03		2.000000000E+04		5.621956270E+08		-4.800148200E+05	1.487736040E+02		-1.863807580E-02	1.253693450E-06		-4.231520540E-11	5.696510730E-16		0.000000000E+00		3.777690200E+06		-1.226349370E+03
C4	1.033903742E+06		2.000000000E+02		1.000000000E+03		3.903189110E+04		-8.947397790E+02	1.050901570E+01		-6.551407780E-03	1.243714120E-05		-8.643613460E-09	2.263118910E-12		0.000000000E+00		1.266421680E+05		-3.077307540E+01
C4	1.033903742E+06		1.000000000E+03		6.000000000E+03		9.200962920E+05		-1.530402500E+03	6.050184540E+00		5.252671590E-03		-1.779131660E-06	2.589837630E-10		-1.385532000E-14	0.000000000E+00		1.334395290E+05		-7.261923250E+00
C5	1.050924331E+06		2.000000000E+02		1.000000000E+03		-1.201135320E+04	-5.553218060E+02	1.123800970E+01		-4.347121690E-03	1.738875560E-05		-1.707863450E-08	5.574306140E-12		0.000000000E+00		1.262402310E+05		-3.262153760E+01
C5	1.050924331E+06		1.000000000E+03		6.000000000E+03		2.172469480E+05		-2.958657780E+03	1.561099540E+01		-8.201415420E-04	1.777188440E-07		-2.010231200E-11	9.224518350E-16		0.000000000E+00		1.395217260E+05		-6.433205270E+01
CF	2.423000000E+05		2.000000000E+02		1.000000000E+03		-4.856590870E+04	8.370668450E+02		-1.586053800E+00	1.373299260E-02		-1.545437200E-05	8.898794940E-09		-2.083197680E-12	0.000000000E+00		2.419209500E+04		3.371107650E+01
CF	2.423000000E+05		1.000000000E+03		6.000000000E+03		-7.303011730E+04	-3.104325520E+02	4.687559650E+00		-1.753886180E-05	1.179982950E-08		-1.882833160E-12	1.898119620E-16		0.000000000E+00		2.934902940E+04		-2.321750220E+00
CF2	-1.866000000E+05	2.000000000E+02		1.000000000E+03		-4.284695490E+04	9.422413470E+02		-3.838473780E+00	2.847875840E-02		-3.618556780E-05	2.307503210E-08		-5.914984890E-12	0.000000000E+00		-2.779937590E+04	4.667600060E+01
CF2	-1.866000000E+05	1.000000000E+03		6.000000000E+03		-1.985921860E+06	4.474861080E+03		2.053677910E+00		2.542120170E-03		-6.466365360E-07	7.988225820E-11		-3.824522580E-15	0.000000000E+00		-5.434851100E+04	2.288997340E+01
CF3	-4.674000000E+05	2.000000000E+02		1.000000000E+03		-2.895093140E+04	7.082591040E+02		-3.498744960E+00	3.600527790E-02		-4.518456380E-05	2.830460970E-08		-7.124280160E-12	0.000000000E+00		-6.055799540E+04	4.500437690E+01
CF3	-4.674000000E+05	1.000000000E+03		6.000000000E+03		-3.009925370E+05	-1.045774150E+03	1.077830670E+01		-3.112228050E-04	6.882330840E-08		-7.900181810E-12	3.665106310E-16		0.000000000E+00		-5.426367000E+04	-3.416190730E+01
CF4	-9.335000000E+05	2.000000000E+02		1.000000000E+03		9.815349640E+03		1.163660740E+02		-1.288527580E+00	3.959623880E-02		-4.996336050E-05	3.125414300E-08		-7.841942110E-12	0.000000000E+00		-1.138960830E+05	2.938760640E+01
CF4	-9.335000000E+05	1.000000000E+03		6.000000000E+03		-4.164183790E+05	-1.414899260E+03	1.405138630E+01		-4.199964070E-04	9.281677640E-08		-1.064996400E-11	4.939554390E-16		0.000000000E+00		-1.095141880E+05	-5.487201150E+01
CH	5.973380000E+05		2.000000000E+02		1.000000000E+03		2.220564130E+04		-3.405371750E+02	5.531386410E+00		-5.794896390E-03	7.969461730E-06		-4.465859890E-09	9.596228840E-13		0.000000000E+00		7.240390520E+04		-9.107567000E+00
CH	5.973380000E+05		1.000000000E+03		6.000000000E+03		2.060733770E+06		-5.396129640E+03	7.856187940E+00		-7.965757980E-04	1.764273770E-07		-1.976345860E-11	5.030286680E-16		0.000000000E+00		1.062192450E+05		-3.154711100E+01
CH	5.973380000E+05		6.000000000E+03		2.000000000E+04		-8.068267550E+08	4.575393220E+05		-9.843851280E+01	1.235228590E-02		-8.485502230E-07	3.040372610E-11		-4.400260280E-16	0.000000000E+00		-3.595809570E+06	8.953365050E+02
CHp	1.630532000E+06		2.000000000E+02		1.000000000E+03		3.019567000E+04		-4.618081420E+02	6.225564340E+00		-7.775613670E-03	1.094475740E-05		-6.675403810E-09	1.565212580E-12		0.000000000E+00		1.972444860E+05		-1.431494460E+01
CHp	1.630532000E+06		1.000000000E+03		6.000000000E+03		-7.102008540E+06	1.828332720E+04		-1.312675460E+01	6.191642170E-03		-2.909384530E-07	-1.134230140E-10	1.105948890E-14		0.000000000E+00		7.540973240E+04		1.243969750E+02
CHp	1.630532000E+06		6.000000000E+03		2.000000000E+04		-3.160033590E+08	1.436682680E+05		-1.108431220E+01	1.562278950E-04		4.928432400E-08		-2.896835540E-12	4.982193740E-17		0.000000000E+00		-1.013663450E+06	1.489336340E+02
CH2	3.888000000E+05		2.000000000E+02		1.000000000E+03		3.525914180E+04		-3.367654360E+02	4.508936910E+00		2.521066030E-03		-5.311510870E-06	6.654213080E-09		-2.610072960E-12	0.000000000E+00		4.737725500E+04		-3.807340120E+00
CH2	3.888000000E+05		1.000000000E+03		6.000000000E+03		2.510415940E+06		-7.953932390E+03	1.238829570E+01		-1.775909680E-03	3.217400290E-07		-3.068863440E-11	1.204900600E-15		0.000000000E+00		9.601028560E+04		-6.155977990E+01
CH3	1.469000000E+05		2.000000000E+02		1.000000000E+03		-2.877286110E+04	5.095056070E+02		1.990730560E-01		1.363965160E-02		-1.434558920E-05	1.013967380E-08		-3.028438890E-12	0.000000000E+00		1.411098730E+04		2.023394620E+01
CH3	1.469000000E+05		1.000000000E+03		6.000000000E+03		2.760904270E+06		-9.336552790E+03	1.487698630E+01		-1.439227690E-03	2.443923930E-07		-2.223845790E-11	8.391588490E-16		0.000000000E+00		7.484764790E+04		-7.919483340E+01
CH4	-7.460000000E+04	2.000000000E+02		1.000000000E+03		-1.766545730E+05	2.785477820E+03		-1.201935470E+01	3.914625880E-02		-3.611656080E-05	2.018387940E-08		-4.955772150E-12	0.000000000E+00		-2.331011560E+04	8.901081000E+01
CH4	-7.460000000E+04	1.000000000E+03		6.000000000E+03		3.746265700E+06		-1.388851340E+04	2.054029820E+01		-1.944196930E-03	4.323871450E-07		-4.061012780E-11	1.643159270E-15		0.000000000E+00		7.565988680E+04		-1.222977110E+02
CN	4.386834480E+05		2.000000000E+02		1.000000000E+03		3.949101750E+03		-1.391573870E+02	4.930776040E+00		-6.304594730E-03	1.256821360E-05		-9.878181750E-09	2.843103040E-12		0.000000000E+00		5.228454700E+04		-2.763080000E+00
CN	4.386834480E+05		1.000000000E+03		6.000000000E+03		-2.227976080E+06	5.040664450E+03		-2.121794480E-01	1.354881220E-03		1.325922770E-07		-6.936934000E-11	5.494891620E-15		0.000000000E+00		1.784542330E+04		3.282518980E+01
CN	4.386834480E+05		6.000000000E+03		2.000000000E+04		-1.794773070E+08	1.054331430E+05		-1.729598880E+01	2.194863830E-03		-8.508801680E-08	9.318468300E-13		6.358214080E-18		0.000000000E+00		-7.962476450E+05	1.913112730E+02
CNp	1.800490876E+06		2.000000000E+02		1.000000000E+03		-8.302801010E+05	8.775572030E+03		-2.977403220E+01	4.976826600E-02		-1.302196810E-05	-2.058309430E-08	1.126832680E-11		0.000000000E+00		1.705790880E+05		2.039891710E+02
CNp	1.800490876E+06		1.000000000E+03		6.000000000E+03		-7.153374510E+06	1.857227460E+04		-1.084520530E+01	6.106605260E-03		-1.191193570E-06	1.184833690E-10		-4.799776870E-15	0.000000000E+00		9.262041240E+04		1.135326510E+02
CNp	1.800490876E+06		6.000000000E+03		2.000000000E+04		-1.812946310E+08	1.128804520E+05		-2.287308390E+01	3.484585730E-03		-2.209762560E-07	6.579765390E-12		-7.556495860E-17	0.000000000E+00		-6.784208570E+05	2.362633890E+02
CO	-1.105300000E+05	2.000000000E+02		1.000000000E+03		1.489027560E+04		-2.922250950E+02	5.724458410E+00		-8.176136940E-03	1.456885980E-05		-1.087733250E-08	3.027905490E-12		0.000000000E+00		-1.303069700E+04	-7.859147150E+00
CO	-1.105300000E+05	1.000000000E+03		6.000000000E+03		4.619158560E+05		-1.944685750E+03	5.916647090E+00		-5.664234070E-04	1.398802570E-07		-1.787664980E-11	9.620850400E-16		0.000000000E+00		-2.465738440E+03	-1.387399390E+01
CO	-1.105300000E+05	6.000000000E+03		2.000000000E+04		8.868552410E+08		-7.500285410E+05	2.495444490E+02		-3.956302990E-02	3.297732100E-06		-1.318393980E-10	1.998913780E-15		0.000000000E+00		5.701351240E+06		-2.060679580E+03
COp	1.247790876E+06		2.000000000E+02		1.000000000E+03		-2.178739990E+04	1.288818190E+02		3.769022890E+00		-3.431713910E-03	8.193879110E-06		-6.463757900E-09	1.803711430E-12		0.000000000E+00		1.482348250E+05		3.990437820E+00
COp	1.247790876E+06		1.000000000E+03		6.000000000E+03		2.316816600E+05		-1.057632630E+03	4.554202310E+00		4.495469340E-04		-2.489477820E-07	5.267503910E-11		-3.289471100E-15	0.000000000E+00		1.555052030E+05		-3.873410850E+00
COp	1.247790876E+06		6.000000000E+03		2.000000000E+04		-3.035557230E+08	2.393083920E+05		-7.034901960E+01	1.139536280E-02		-8.315064010E-07	2.863668140E-11		-3.803219840E-16	0.000000000E+00		-1.688590830E+06	6.291893650E+02
CO2	-3.935100000E+05	2.000000000E+02		1.000000000E+03		4.943783640E+04		-6.264292080E+02	5.301813360E+00		2.503600570E-03		-2.124700100E-07	-7.691486800E-10	2.849979910E-13		0.000000000E+00		-4.528189860E+04	-7.048769650E+00
CO2	-3.935100000E+05	1.000000000E+03		6.000000000E+03		1.176969430E+05		-1.788801470E+03	8.291543530E+00		-9.224778310E-05	4.869635410E-09		-1.892063840E-12	6.330675090E-16		0.000000000E+00		-3.908345010E+04	-2.652681920E+01
CO2	-3.935100000E+05	6.000000000E+03		2.000000000E+04		-1.544406230E+09	1.016836140E+06		-2.561377100E+02	3.369363930E-02		-2.181157910E-06	6.991324850E-11		-8.842212140E-16	0.000000000E+00		-8.043128500E+06	2.254153260E+03
CO2p	9.446849120E+05		2.000000000E+02		1.000000000E+03		-7.383068120E+04	1.086218050E+03		-2.771150320E+00	2.318474130E-02		-2.570255360E-05	1.450346070E-08		-3.334499340E-12	0.000000000E+00		1.071780920E+05		4.054906990E+01
CO2p	9.446849120E+05		1.000000000E+03		6.000000000E+03		-1.695114960E+05	-8.066262300E+02	8.002802110E+00		-1.577046370E-04	2.566205510E-08		-2.403303040E-12	1.676899420E-16		0.000000000E+00		1.154384480E+05		-2.133548220E+01
CO2p	9.446849120E+05		6.000000000E+03		2.000000000E+04		-8.363802520E+07	5.332328580E+04		-5.619197890E+00	1.491117690E-03		-7.551013120E-08	1.793856660E-12		-1.626371090E-17	0.000000000E+00		-3.111131390E+05	9.671724570E+01
e	0.000000000E+00		2.000000000E+02		1.000000000E+03		0.000000000E+00		0.000000000E+00		2.500000000E+00		0.000000000E+00		0.000000000E+00		0.000000000E+00		0.000000000E+00		0.000000000E+00		-7.453750000E+02	-1.172081270E+01
e	0.000000000E+00		1.000000000E+03		6.000000000E+03		0.000000000E+00		0.000000000E+00		2.500000000E+00		0.000000000E+00		0.000000000E+00		0.000000000E+00		0.000000000E+00		0.000000000E+00		-7.453750000E+02	-1.172081270E+01
e	0.000000000E+00		6.000000000E+03		2.000000000E+04		0.000000000E+00		0.000000000E+00		2.500000000E+00		0.000000000E+00		0.000000000E+00		0.000000000E+00		0.000000000E+00		0.000000000E+00		-7.453750000E+02	-1.172081270E+01
F	7.938000000E+04		2.000000000E+02		1.000000000E+03		1.137409090E+03		-1.453392800E+02	4.077403610E+00		-4.303360140E-03	5.728897740E-06		-3.819312900E-09	1.018322510E-12		0.000000000E+00		9.311110120E+03		-3.558982650E+00
F	7.938000000E+04		1.000000000E+03		6.000000000E+03		1.473506230E+04		8.149927360E+01		2.444371820E+00		2.120210030E-05		-4.546918620E-09	5.109528730E-13		-2.333894650E-17	0.000000000E+00		8.388374650E+03		5.478710640E+00
F	7.938000000E+04		6.000000000E+03		2.000000000E+04		-2.926724760E+07	1.775674920E+04		-1.814463260E+00	5.351200280E-04		-3.513620800E-08	1.101519690E-12		-1.061293840E-17	0.000000000E+00		-1.319642720E+05	4.248814560E+01
F2	0.000000000E+00		2.000000000E+02		1.000000000E+03		1.018177540E+04		2.274223470E+01		1.971354030E+00		8.151601230E-03		-1.148959680E-05	7.958649470E-09		-2.167078630E-12	0.000000000E+00		-9.586934530E+02	1.130599740E+01
F2	0.000000000E+00		1.000000000E+03		6.000000000E+03		-2.941166870E+06	9.456595150E+03		-7.738613460E+00	7.644711590E-03		-2.241007230E-06	2.915844730E-10		-1.425033710E-14	0.000000000E+00		-6.071003970E+04	8.423833130E+01
H	2.179988280E+05		2.000000000E+02		1.000000000E+03		0.000000000E+00		0.000000000E+00		2.500000000E+00		0.000000000E+00		0.000000000E+00		0.000000000E+00		0.000000000E+00		0.000000000E+00		2.547370800E+04		-4.466828530E-01
H	2.179988280E+05		1.000000000E+03		6.000000000E+03		6.078774250E+01		-1.819354420E-01	2.500211820E+00		-1.226512860E-07	3.732876330E-11		-5.687744560E-15	3.410210200E-19		0.000000000E+00		2.547486400E+04		-4.481917770E-01
H	2.179988280E+05		6.000000000E+03		2.000000000E+04		2.173757690E+08		-1.312035400E+05	3.399174200E+01		-3.813999680E-03	2.432854840E-07		-7.694275540E-12	9.644105630E-17		0.000000000E+00		1.067638090E+06		-2.742301050E+02
Hp	1.536245928E+06		2.000000000E+02		1.000000000E+03		0.000000000E+00		0.000000000E+00		2.500000000E+00		0.000000000E+00		0.000000000E+00		0.000000000E+00		0.000000000E+00		0.000000000E+00		1.840214880E+05		-1.140646640E+00
Hp	1.536245928E+06		1.000000000E+03		6.000000000E+03		0.000000000E+00		0.000000000E+00		2.500000000E+00		0.000000000E+00		0.000000000E+00		0.000000000E+00		0.000000000E+00		0.000000000E+00		1.840214880E+05		-1.140646640E+00
Hp	1.536245928E+06		6.000000000E+03		2.000000000E+04		0.000000000E+00		0.000000000E+00		2.500000000E+00		0.000000000E+00		0.000000000E+00		0.000000000E+00		0.000000000E+00		0.000000000E+00		1.840214880E+05		-1.140646640E+00
H2	0.000000000E+00		2.000000000E+02		1.000000000E+03		4.078322810E+04		-8.009185450E+02	8.214701670E+00		-1.269714360E-02	1.753604930E-05		-1.202860160E-08	3.368093160E-12		0.000000000E+00		2.682484380E+03		-3.043788660E+01
H2	0.000000000E+00		1.000000000E+03		6.000000000E+03		5.608123380E+05		-8.371491340E+02	2.975363040E+00		1.252249930E-03		-3.740718420E-07	5.936628250E-11		-3.606995730E-15	0.000000000E+00		5.339815850E+03		-2.202764050E+00
H2	0.000000000E+00		6.000000000E+03		2.000000000E+04		4.966716130E+08		-3.147448120E+05	7.983887500E+01		-8.414504190E-03	4.753060440E-07		-1.371809730E-11	1.605374600E-16		0.000000000E+00		2.488354660E+06		-6.695524190E+02
H2p	1.494672430E+06		2.000000000E+02		1.000000000E+03		-3.120892210E+04	2.304629950E+02		3.335561190E+00		-2.419049150E-03	7.006012610E-06		-5.610004250E-09	1.564168040E-12		0.000000000E+00		1.774104600E+05		-8.278338450E-01
H2p	1.494672430E+06		1.000000000E+03		6.000000000E+03		1.672226180E+06		-6.595185440E+03	1.279321970E+01		-5.509345460E-03	2.030669460E-06		-3.351027540E-10	1.946089130E-14		0.000000000E+00		2.189999580E+05		-6.792711090E+01
H2p	1.494672430E+06		6.000000000E+03		2.000000000E+04		-1.822062020E+08	1.018191290E+05		-1.245820750E+01	1.076634640E-03		-3.932209660E-08	6.285143440E-13		-2.094378960E-18	0.000000000E+00		-6.513061550E+05	1.471405610E+02
H2O	-2.418260000E+05	2.000000000E+02		1.000000000E+03		-3.947959990E+04	5.755729770E+02		9.317833510E-01		7.222710910E-03		-7.342554480E-06	4.955041340E-09		-1.336932610E-12	0.000000000E+00		-3.303974250E+04	1.724205390E+01
H2O	-2.418260000E+05	1.000000000E+03		6.000000000E+03		1.034972240E+06		-2.412698950E+03	4.646111140E+00		2.291998140E-03		-6.836830070E-07	9.426468420E-11		-4.822380280E-15	0.000000000E+00		-1.384286250E+04	-7.978151190E+00
HCN	1.350000000E+05		2.000000000E+02		1.000000000E+03		9.098297830E+04		-1.238659660E+03	8.721322290E+00		-6.528281280E-03	8.872747230E-06		-4.808908770E-09	9.317917730E-13		0.000000000E+00		2.121978990E+04		-2.746683350E+01
HCN	1.350000000E+05		1.000000000E+03		6.000000000E+03		1.236898250E+06		-4.446761840E+03	9.738911630E+00		-5.855398100E-04	1.072855010E-07		-1.013403600E-11	3.348736660E-16		0.000000000E+00		4.244594810E+04		-4.005797420E+01
HCO	4.239785000E+04		2.000000000E+02		1.000000000E+03		-1.189906850E+04	2.151611770E+02		2.730183950E+00		1.806621530E-03		4.984153050E-06		-5.814462670E-09	1.869659720E-12		0.000000000E+00		2.905719060E+03		1.136796580E+01
HCO	4.239785000E+04		1.000000000E+03		6.000000000E+03		6.911335700E+05		-3.643217800E+03	9.587084880E+00		-1.104891810E-03	2.829488540E-07		-3.537972860E-11	1.739690100E-15		0.000000000E+00		2.535622650E+04		-3.570195600E+01
He	0.000000000E+00		2.000000000E+02		1.000000000E+03		0.000000000E+00		0.000000000E+00		2.500000000E+00		0.000000000E+00		0.000000000E+00		0.000000000E+00		0.000000000E+00		0.000000000E+00		-7.453750000E+02	9.287239740E-01
He	0.000000000E+00		1.000000000E+03		6.000000000E+03		0.000000000E+00		0.000000000E+00		2.500000000E+00		0.000000000E+00		0.000000000E+00		0.000000000E+00		0.000000000E+00		0.000000000E+00		-7.453750000E+02	9.287239740E-01
He	0.000000000E+00		6.000000000E+03		2.000000000E+04		3.396845420E+06		-2.194037650E+03	3.080231880E+00		-8.068957550E-05	6.252784910E-09		-2.574990070E-13	4.429960220E-18		0.000000000E+00		1.650518960E+04		-4.048814390E+00
Hep	2.378521473E+06		2.000000000E+02		1.000000000E+03		0.000000000E+00		0.000000000E+00		2.500000000E+00		0.000000000E+00		0.000000000E+00		0.000000000E+00		0.000000000E+00		0.000000000E+00		2.853233740E+05		1.621665560E+00
Hep	2.378521473E+06		1.000000000E+03		6.000000000E+03		0.000000000E+00		0.000000000E+00		2.500000000E+00		0.000000000E+00		0.000000000E+00		0.000000000E+00		0.000000000E+00		0.000000000E+00		2.853233740E+05		1.621665560E+00
Hep	2.378521473E+06		6.000000000E+03		2.000000000E+04		0.000000000E+00		0.000000000E+00		2.500000000E+00		0.000000000E+00		0.000000000E+00		0.000000000E+00		0.000000000E+00		0.000000000E+00		2.853233740E+05		1.621665560E+00
HNC	1.943781210E+05		2.000000000E+02		1.000000000E+03		4.870404530E+04		-9.891138220E+02	9.721970560E+00		-1.113540800E-02	1.668780870E-05		-1.113877210E-08	2.893404130E-12		0.000000000E+00		2.664664620E+04		-3.104723280E+01
HNC	1.943781210E+05		1.000000000E+03		6.000000000E+03		1.198765940E+06		-3.918875320E+03	9.117953120E+00		-3.417426590E-04	3.313953030E-08		-5.690989560E-13	-7.794339270E-17	0.000000000E+00		4.658767040E+04		-3.468525320E+01
Kr	0.000000000E+00		2.000000000E+02		1.000000000E+03		0.000000000E+00		0.000000000E+00		2.500000000E+00		0.000000000E+00		0.000000000E+00		0.000000000E+00		0.000000000E+00		0.000000000E+00		-7.453750000E+02	5.490956510E+00
